Image Name,background,building,road,water,barren,forest,agriculture
1079,0.97701171875,0.00013916015625,0.0,0.0,0.00354736328125,0.0,0.0
108,0.7494580078125,0.0,0.0081787109375,0.0,0.090986328125,0.0,0.0
1080,0.9993115234375,0.0,0.0,0.0,0.0,0.0,0.0
1081,0.96761962890625,0.0001123046875,0.02667236328125,0.0,6.591796875e-05,0.0,0.0
1082,0.938017578125,0.0,0.02938720703125,0.0,0.0,0.0,0.0
1083,0.988046875,0.0,0.006103515625,0.0,0.00010009765625,0.00225830078125,0.0
1084,0.988408203125,0.0,0.005263671875,0.0,0.0033935546875,0.0,0.0
1085,0.78950439453125,0.0,0.036552734375,0.0,0.0001171875,2.44140625e-06,0.0
1086,0.75829833984375,0.0,0.00931640625,0.0,0.00059814453125,0.0,0.0
1087,0.62669677734375,0.0,0.25843505859375,0.0,0.0109228515625,0.0,0.0
1088,0.89291748046875,0.0,0.0,0.0,3.662109375e-05,0.0,0.0
1089,0.45485595703125,0.0,0.0,0.0,0.00126708984375,0.0031982421875,0.0
109,0.98574462890625,0.0,0.00926513671875,0.0,0.0,0.0,0.0
1090,0.389609375,0.0,0.089189453125,0.0,0.00433837890625,0.0,0.0
1091,0.37355712890625,0.0,0.50859619140625,0.0,0.0,0.0,0.0
1092,0.12910888671875,0.0,0.64144287109375,0.0,0.00212158203125,0.0,0.0
1093,0.73756591796875,0.0,0.09588623046875,0.0,0.000166015625,0.0,0.0
1094,0.99982666015625,0.0,0.00017333984375,0.0,0.0,0.0,0.0
1095,0.98957763671875,0.0,0.0,0.0,0.0,0.0,0.0
1096,0.98784423828125,0.0,0.002578125,0.0,0.000966796875,0.0,0.0
1097,0.9953759765625,0.0,0.0,0.0,0.0,0.0,0.0
1098,0.79207275390625,0.0,0.0,0.0,0.0,0.0,0.0
1099,0.99446044921875,0.0,0.0,0.0,0.00037353515625,0.0,0.0
11,0.6789404296875,0.0,0.0128369140625,0.0,0.1214599609375,0.0,0.0
110,0.7275732421875,0.0,0.0300390625,0.0,0.00040283203125,0.0,0.0
1100,0.31895263671875,0.0,0.32942626953125,0.0,0.0010595703125,0.00098876953125,0.0
1101,0.18582275390625,0.0,0.549755859375,0.0,0.00500244140625,0.0,0.0
1102,0.4708837890625,0.0,0.06454833984375,0.0,0.00530029296875,0.0,0.0
1103,0.85633056640625,0.0,0.06397216796875,0.0,0.0005126953125,0.0,0.0
1104,0.8104345703125,0.0,0.100244140625,0.0,0.01272216796875,0.0001025390625,0.0
1105,0.7883251953125,0.0,0.03702880859375,0.0,0.0001513671875,0.0,0.0
1106,0.7497119140625,0.0,0.04732666015625,0.0,0.0005419921875,0.0,0.0
1107,0.99921875,0.0,0.0,0.0,0.00017578125,0.0,0.0
1108,0.0983642578125,0.0,0.050029296875,0.0,0.0,0.00734375,0.0
1109,0.05840087890625,0.0,0.069443359375,0.0,0.00137939453125,0.0,0.0
111,0.9747998046875,0.0,0.0116015625,0.0,0.0011376953125,0.0,0.0
1110,0.77954833984375,0.0,0.055712890625,0.0,0.01196044921875,0.0,0.0
1111,0.38370361328125,0.0,0.0,0.0,0.0119873046875,0.0,0.0
1112,0.9677685546875,0.0,0.00042724609375,0.0,0.0,0.0,0.0
1113,0.99741943359375,0.0,0.0,0.0,3.173828125e-05,0.0,0.0
1114,0.9950830078125,0.0,0.0007861328125,0.0,0.0,0.0,0.0
1115,0.98979248046875,0.0,0.0,0.0,0.0,0.0,0.0
1116,0.98654296875,0.0,0.0,0.0,0.0,0.0,0.0
1117,0.82153076171875,0.0,0.0068408203125,0.0,8.544921875e-05,0.0,0.0
1118,0.9747802734375,0.0,0.0046337890625,0.0,0.00046142578125,0.0,0.0
1119,0.9902880859375,0.0,0.00042236328125,0.0,0.0,0.0,0.0
112,0.46431884765625,0.0,0.42896484375,0.0,0.00222412109375,0.0,0.0
1120,0.940703125,0.0,0.00219482421875,0.0,0.0004833984375,0.0,0.0
1121,0.9074755859375,0.0,0.0199072265625,0.0,0.01770751953125,0.0,0.0
1122,0.646142578125,0.0,0.179912109375,0.0,0.000322265625,0.0,0.0
1123,0.3659228515625,0.0,0.0010009765625,0.0,0.00160888671875,0.0,0.0
1124,0.52669921875,0.0,0.00137451171875,0.0,0.00228759765625,0.0,0.0
1125,0.44497802734375,0.000244140625,0.070712890625,0.0,0.0132568359375,0.0,0.0
1126,0.34580078125,0.0,0.39400634765625,0.0,0.0094921875,0.0,0.0
1127,0.8015673828125,0.0,0.0,0.0,0.0,0.0,0.0
1128,0.47482421875,0.0,0.00225830078125,0.0,0.00137451171875,0.0,0.0
1129,0.94756591796875,0.0,0.03388916015625,0.0,8.544921875e-05,0.0,0.0
113,0.55758056640625,0.0,0.38830322265625,0.0,0.0055908203125,0.0,0.0
1130,0.82759765625,0.0,0.119287109375,0.0,0.0004931640625,0.0,0.0
1131,0.76951904296875,0.0,0.08816650390625,0.0,0.0,0.0,0.0
1132,0.69852294921875,0.0,0.00105712890625,0.0,0.00045654296875,0.0,0.0
1133,0.90826171875,0.0,0.06664794921875,0.0,1.953125e-05,0.0,0.0
1134,0.93626708984375,0.0,0.05283203125,0.0,0.00015869140625,0.0,0.0
1135,0.87749755859375,0.0,0.1011083984375,0.0,0.00205322265625,0.0,0.0
1136,0.84943359375,0.0,0.0908349609375,0.0,0.023984375,0.0,0.0
1137,0.90040283203125,0.0,0.0726416015625,0.0,0.0,0.0,0.0
1138,0.8573095703125,0.0,0.01901611328125,0.0,7.32421875e-05,0.0,0.0
1139,0.82481689453125,0.0,0.02361083984375,0.0,0.0011279296875,0.0,0.0
114,0.51978271484375,0.0,0.3567919921875,0.0,0.0,0.0,0.0
1140,0.9273095703125,0.0,0.035029296875,0.0,0.0001806640625,0.0,0.0
1141,0.97703857421875,0.0,0.01728515625,0.0,0.00020751953125,0.0,0.0
1142,0.84618896484375,0.0,0.1097802734375,0.0,0.00027587890625,0.0,0.0
1143,0.74501708984375,0.0,0.1478466796875,0.0,9.765625e-06,0.0,0.0
1144,0.76292724609375,0.0,0.173525390625,0.0,0.0,0.0,0.0
1145,0.847109375,0.0,0.03694091796875,0.0,0.00020751953125,0.0,0.0
1146,0.84149658203125,0.0,0.01076416015625,0.0,0.002646484375,0.0,0.0
1147,0.51873046875,0.0,0.06810791015625,0.0,0.005205078125,0.0007470703125,0.0
1148,0.01751708984375,0.0,0.0,0.0,0.0,0.0,0.0
1149,0.49302734375,0.0,0.20147216796875,0.0,0.03028564453125,0.0,0.0
115,0.7451513671875,0.0,0.0036083984375,0.0,0.0456787109375,0.0,0.0
1150,0.73263916015625,0.0,0.0065283203125,0.0,0.00468017578125,0.0,0.0
1151,0.92998046875,0.0,0.00332275390625,0.0,0.01280029296875,0.0,0.0
1152,0.96552734375,0.0,0.0,0.0,0.03118408203125,0.0,0.0
1153,0.92724609375,0.0,0.0,0.0,0.0144189453125,0.0,0.0
1154,0.91173095703125,0.0,0.0,0.0,0.07953857421875,0.0,0.0
1155,0.71008056640625,0.0,0.01178466796875,0.0,0.0,0.0,0.0
1156,0.88458251953125,0.0,0.0,0.0,0.064384765625,0.0,0.0
1157,0.69917236328125,0.0,0.03062744140625,0.0,0.0006982421875,0.0,0.0
1158,0.35016845703125,0.0,0.3178466796875,0.0,0.0,0.0,0.0
1159,0.98023681640625,0.0,0.0,0.0,0.00844482421875,0.0,0.0
116,0.91705322265625,0.0,0.04197021484375,0.0,0.00162353515625,0.0,0.0
1160,0.74260009765625,0.0,0.0,0.0,0.0174658203125,0.0,0.0
1161,0.5167626953125,0.0,0.02560546875,0.00436767578125,0.02711669921875,0.0,0.0
1162,0.83976318359375,0.0,4.8828125e-06,0.0,0.0009716796875,0.0,0.0
1163,0.80319091796875,0.0,0.00124755859375,0.0,0.02725341796875,0.0,0.0
1164,0.85832763671875,0.0,0.0,0.0,0.02166015625,0.0,0.0
1165,0.53575927734375,0.0,0.0,0.0,0.0253564453125,0.0,0.0
1166,0.84720458984375,0.0,0.0081298828125,0.0,0.01117919921875,0.0,0.0
1167,0.97044921875,0.0,0.00899658203125,0.0,0.00039794921875,0.0,0.0
1168,0.6977685546875,0.0,0.01964111328125,0.0,0.03628173828125,0.0,0.0
1169,0.87044189453125,0.0,0.0,0.0,0.00176513671875,0.0,0.0
117,0.89788330078125,0.0,0.0737255859375,0.0,0.004716796875,0.0,0.0
1170,0.45662109375,1.220703125e-05,0.22837890625,0.0,0.0,0.0,0.0
1171,0.567861328125,0.0,0.151416015625,0.0,7.080078125e-05,0.0,0.0
1172,0.82416259765625,0.0,0.019814453125,0.0,0.00686767578125,0.0,0.0
1173,0.83976318359375,0.0,0.05468017578125,0.0,0.00550537109375,0.0,0.0
1174,0.89689697265625,0.0,0.00619384765625,0.0,0.00884033203125,0.0,0.0
1175,0.91275634765625,0.0,0.00307861328125,0.0,0.000146484375,0.0,0.0
1176,0.83669921875,0.0,0.0680078125,0.0,0.0101904296875,0.0,0.0
1177,0.7193408203125,0.0,0.0356689453125,0.0,0.0,0.0,0.0
1178,0.4239111328125,0.0,0.2589697265625,0.0,2.197265625e-05,0.0,0.0
1179,0.907509765625,0.0,0.01407958984375,0.0,0.00097412109375,0.0,0.0
118,0.75965576171875,0.0,0.09397705078125,0.0,0.00183349609375,0.0,0.0
1180,0.85581298828125,0.0,0.05875,0.0,0.00781982421875,0.0,0.0
1181,0.00491455078125,0.0,0.83815185546875,0.0,0.0,0.0,0.0
1182,0.20631103515625,0.0,0.0539794921875,0.0,0.0,0.0,0.0
1183,0.95337890625,0.0,0.00263671875,0.0,0.0,0.0,0.0
1184,0.61510986328125,0.0,0.23071044921875,0.0,0.0,0.0,0.0
1185,0.82145751953125,0.0,0.0927294921875,0.0,0.00019287109375,0.0,0.0
1186,0.8445849609375,0.0,0.02479248046875,0.0,0.00842529296875,0.0,0.0
1187,0.87176513671875,0.0,0.0,0.0,0.07894287109375,0.0,0.0
1188,0.871416015625,0.0,0.0,0.0,0.05891845703125,0.0,0.0
1189,0.68572265625,0.0,4.8828125e-06,0.0,0.01477294921875,0.0,0.0
119,0.89053955078125,7.32421875e-06,0.006162109375,0.0,0.0001123046875,0.0,0.0
1190,0.6806982421875,0.0,0.0917578125,0.0,0.0,0.008330078125,0.0
1191,0.76821044921875,0.0,0.0,0.0,0.00786376953125,0.0,0.0
1192,0.72025634765625,0.0,0.03709228515625,0.0,0.01127685546875,0.0,0.0
1193,0.8692431640625,0.0,0.0,0.0,0.009365234375,0.0,0.0
1194,0.72423095703125,0.0,2.9296875e-05,0.0,0.00456787109375,0.0,0.0
1195,0.7320751953125,0.0,3.90625e-05,0.0,2.197265625e-05,0.0,0.0
1196,0.81443603515625,0.0,0.00266357421875,0.0,0.00589111328125,0.0,0.0
1197,0.91596923828125,0.0,2.44140625e-06,0.0,0.0297705078125,0.0,0.0
1198,0.5827587890625,0.0,0.0662353515625,0.0,0.00732177734375,0.0,0.0
1199,0.36848388671875,0.0,0.01870849609375,0.0,0.0758935546875,0.0,0.0
12,0.524873046875,0.0,0.0396484375,0.0,0.0003662109375,0.0,0.0
120,0.79802734375,0.0,0.04472900390625,0.0,0.0051318359375,0.0,0.0
1200,0.57787353515625,0.0,0.362431640625,0.0,0.00107177734375,0.0,0.0
1201,0.1440771484375,0.0,0.251123046875,0.0,0.0,0.0,0.0
1202,0.46834228515625,0.0,0.4077734375,0.0,0.0014013671875,0.0,0.0
1203,0.54206298828125,0.0,0.34998291015625,0.0,0.0026318359375,0.0,0.0
1204,0.5787158203125,0.0,0.3417626953125,0.0,0.0047412109375,0.0,0.0
1205,0.79134765625,0.0,0.1080078125,0.0,0.008173828125,0.0,0.0
1206,0.84676025390625,0.0,0.114267578125,0.0,0.00092041015625,0.0,0.0
1207,0.588056640625,0.0,0.38339599609375,0.0,3.41796875e-05,0.0,0.0
1208,0.692861328125,0.0,0.17237060546875,0.0,0.0038818359375,0.0,0.0
1209,0.59589111328125,0.0,0.05692626953125,0.0,0.0,0.0,0.0
121,0.69812744140625,0.0,0.1012744140625,0.0,0.003486328125,0.0,0.0
1210,0.0,0.0,0.7067626953125,0.0,0.0,0.0,0.0
1211,0.0,0.0,0.7073681640625,0.0,0.0,0.0,0.0
1212,0.12958984375,0.0,0.0290234375,0.0,0.0,0.0,0.0
1213,0.78672607421875,0.0,0.0136083984375,0.0,0.03408203125,0.0,0.0
1214,0.12700927734375,0.0,0.00548095703125,0.0,0.00370361328125,0.0,0.0
1215,0.6687158203125,0.0,0.0005810546875,0.0,0.00397705078125,0.0,0.0
1216,0.14294677734375,0.0,0.01523681640625,0.0,0.0,0.0,0.0
1217,0.15807861328125,0.0,0.0759765625,0.0,0.0,0.0,0.0
1218,0.1073046875,0.0,0.05140625,0.0,0.0,0.0,0.0
1219,0.1574072265625,0.0,0.147705078125,0.0,0.0,0.0,0.0
122,0.0045654296875,0.0,0.8969140625,0.0,0.0,0.0,0.0
1220,0.20059326171875,0.0,0.13061767578125,0.0,0.0,0.0,0.0
1221,0.49005859375,0.0,0.14104248046875,0.0,0.0,0.0,0.0
1222,0.81421630859375,0.0,0.0456494140625,0.0,0.02547607421875,0.0,0.0
1223,0.36859375,0.0,0.1843603515625,0.0,0.00208984375,0.0,0.0
1224,0.07727294921875,0.0,0.0213232421875,0.0,0.02582763671875,0.0,0.0
1225,0.65041015625,0.0,2.44140625e-06,0.0,0.00197509765625,0.0,0.0
1226,0.58403076171875,0.0,0.0,0.0,0.011611328125,0.0,0.0
1227,0.9070947265625,0.0,0.0,0.0,0.0021240234375,0.0,0.0
1228,0.9312451171875,0.0,0.0,0.0,0.00438232421875,0.0,0.0
1229,0.864970703125,0.0,0.05248779296875,0.0,0.0282958984375,0.0,0.0
123,0.89461669921875,0.0,0.0,0.0,0.05688720703125,0.0,0.0
1230,0.78101806640625,0.0,0.00310546875,0.0,0.00495849609375,0.0,0.0
1231,0.354111328125,0.0,0.2993017578125,0.0,0.0,0.0,0.0
1232,0.363828125,0.0,0.4597119140625,0.0,0.00487548828125,0.0,0.0
1233,0.1630419921875,0.0,0.1152978515625,0.0,0.0,0.0,0.0
1234,0.1855712890625,0.0,0.0806689453125,0.0,0.0,0.0,0.0
1235,0.091474609375,0.0,0.189892578125,0.0,0.0,0.0,0.0
1236,0.2921337890625,0.0,0.19024169921875,0.0,0.0,0.0,0.0
1237,0.38794677734375,0.0,0.193955078125,0.0,1.46484375e-05,0.0,0.0
1238,0.18863037109375,0.0,0.0,0.0,0.0201513671875,0.0,0.0
1239,0.39644775390625,0.0,0.00144775390625,0.0,0.0052197265625,1.46484375e-05,0.0
124,0.68646484375,0.0,0.08749267578125,0.0,0.0116015625,0.0,0.0
1240,0.99914306640625,0.0,0.0,0.0,0.0,0.0,0.0
1241,0.92218017578125,0.0,0.00010986328125,0.0,0.0,0.0,0.0
1242,0.85832763671875,0.0,0.00085693359375,0.0,0.0012158203125,0.0,0.0
1243,0.67090087890625,0.0,9.765625e-06,0.0,0.0,0.00718994140625,0.0
1244,0.8764306640625,0.0,0.00076171875,0.0,0.00199462890625,0.0,0.0
1245,0.76902099609375,0.0,0.00618408203125,0.0,0.0262841796875,0.0,0.0
1246,0.61233154296875,0.0,0.00529541015625,0.0,0.02022216796875,0.0,0.0
1247,0.743251953125,0.0,0.00513916015625,0.0,0.03973876953125,0.0,0.0
1248,0.93384033203125,0.0,0.0,0.0,0.0,0.0,0.0
1249,0.57230224609375,0.0,0.0,0.0,0.02478271484375,0.0,0.0
125,0.60926513671875,0.0,0.0,0.0,0.06086181640625,0.0,0.0
1250,0.8896044921875,0.0,0.0,0.0,0.0008447265625,0.0,0.0
1251,0.09514892578125,0.0,0.53795654296875,0.0,0.0,0.0,0.0
1252,0.798916015625,0.0,0.002744140625,0.0,0.01378662109375,0.0,0.0
1253,0.58110595703125,0.0,0.2802197265625,0.0,0.00918212890625,0.0,0.0
1254,0.80552978515625,0.0,0.01685302734375,0.0,0.002138671875,0.0,0.0
1255,0.86520751953125,0.0,0.0,0.0,0.05587646484375,0.0,0.0
1256,0.9768115234375,0.0,0.00732177734375,0.0,0.0005517578125,0.0,0.0
1257,0.87169189453125,0.0,0.05447509765625,0.0,0.00123046875,0.0,0.0
1258,0.98273193359375,0.0,0.000302734375,0.0,0.0,0.0,0.0
1259,0.5876806640625,0.0,0.02174072265625,0.0,0.01153076171875,0.0,0.0
126,0.994892578125,0.0,0.00023193359375,0.0,1.46484375e-05,1.220703125e-05,0.0
1260,0.8482080078125,0.0,0.0013671875,0.0,0.00300537109375,0.0,0.0
1261,0.89035888671875,0.0,0.0103564453125,0.0,0.0194384765625,0.0,0.0
1262,0.85395263671875,0.0,0.0001220703125,0.0,0.01827392578125,0.0,0.0
1263,0.87028564453125,0.0,0.00349365234375,0.0,0.00024658203125,0.0,0.0
1264,0.71969970703125,7.32421875e-06,0.0,0.0,2.44140625e-06,0.0,0.0
1265,0.66209228515625,0.0,0.30904541015625,0.0,0.00129150390625,0.0,0.0
1266,0.7534228515625,0.0,0.021572265625,0.0,0.00793212890625,0.0,0.0
1267,0.80150634765625,0.0,0.02247314453125,0.0,0.0103564453125,0.0,0.0
1268,0.72880126953125,0.0,0.02655517578125,0.0,0.00214599609375,0.0,0.0
1269,0.7258251953125,0.0,0.013125,0.0,0.01650634765625,0.0,0.0
127,0.733046875,0.0,0.22565673828125,0.0,0.00389892578125,0.0,0.0
1270,0.78529052734375,0.0,0.0,0.0,0.00515869140625,0.0,0.0
1271,0.734111328125,0.0,4.8828125e-06,0.0,0.0186279296875,0.0,0.0
1272,0.63123291015625,0.0,0.00114501953125,0.0,0.07947265625,0.0,0.0
1273,0.81635498046875,0.0,0.01222412109375,0.0,3.173828125e-05,0.0,0.0
1274,0.8786865234375,0.0,0.0009619140625,0.0,0.0,0.0,0.0
1275,0.6514697265625,0.0,0.0,0.0,0.0,0.03287353515625,0.0
1276,0.62712158203125,0.0,0.0,0.0,0.0,0.02272705078125,0.0
1277,0.5193896484375,0.000546875,0.0020458984375,0.0,0.0,0.048759765625,0.0
1278,0.28659912109375,0.0,0.21359130859375,0.0,0.0089404296875,0.00271484375,0.0
1279,0.8661279296875,0.0,0.0,0.0,0.007109375,0.00376220703125,0.0
128,0.69234130859375,0.0,0.01317138671875,0.0,0.10599853515625,0.0,0.0
1280,0.73888427734375,0.0,0.2165673828125,0.0,0.00297607421875,0.0,0.0
1281,0.8259765625,0.0,0.00139892578125,0.00084228515625,0.00737548828125,0.0,0.0
1282,0.601474609375,0.0,0.0786865234375,0.0,0.01682373046875,0.0014599609375,0.0
1283,0.83427001953125,0.0,0.0,0.0,0.00428466796875,0.0,0.0
1284,0.682109375,0.0,0.2439013671875,0.0,0.0007958984375,0.0,0.0
1285,0.48677978515625,0.0,0.13139892578125,0.0,0.0,0.0,0.0
1286,0.14344482421875,0.0,0.07927490234375,0.0,0.0,0.0,0.0
1287,0.20817626953125,0.0,0.10930908203125,0.0,0.0,0.0,0.0
1288,0.16493896484375,0.0,0.1079931640625,0.0,0.0,0.0,0.0
1289,0.18271728515625,0.0,0.2030029296875,0.0,0.0,0.0,0.0
129,0.71686279296875,0.0,0.1548486328125,0.0,0.00301025390625,0.0,0.0
1290,0.9996630859375,0.0,0.0,0.0,0.0,0.0,0.0
1291,0.98771240234375,0.0,0.00706298828125,0.0,0.0,0.0,0.0
1292,0.93562255859375,0.0,0.0,0.0,0.0249755859375,0.0,0.0
1293,0.8631591796875,0.0,0.0,0.0,0.0057080078125,0.00025146484375,0.0
1294,0.84133544921875,0.0,4.150390625e-05,0.0,0.103076171875,0.0,0.0
1295,0.38137451171875,0.0,0.1228076171875,0.0,0.00122802734375,0.0,0.0
1296,0.427548828125,0.0,0.12450439453125,0.0,0.00261474609375,0.0,0.0
1297,0.54229248046875,0.0,0.0489794921875,0.0,0.00048583984375,0.0,0.0
1298,0.52316650390625,0.0,0.143466796875,0.0,0.0014990234375,0.0,0.0
1299,0.68844970703125,0.0,0.1183154296875,0.0,0.006767578125,0.0,0.0
13,0.6613037109375,0.0,0.0104150390625,0.0,0.0458349609375,0.0,0.0
130,0.89403076171875,0.0,0.08826416015625,0.0,5.859375e-05,0.0,0.0
1300,0.56639892578125,0.0,0.0005810546875,0.0,0.0027978515625,0.0007373046875,0.0
1301,0.55127197265625,0.0,0.0,0.0,0.00043701171875,0.0,0.0
1302,0.8964404296875,0.0,0.0,0.0,0.00311279296875,0.0,0.0
